judul,pengarang,klasifikasi,status,genre_utama,subgenre,genre,content,image_url
KHUSNUL KHOTIMAH,"Ust. Dr H. Muinudinillah, MA",297.351,Penyiangan 2025-2,agama,umum,agama umum,khusnul khotimah ust dr h muinudinillah ma agama umum,/images/no_cover.png
Dahsyatnya Salat Sunnah,Drs. Mustopa Sayani,297.412.2,Penyiangan 2025-2,agama,umum,agama umum,dahsyatnya salat sunnah drs mustopa sayani agama umum,/images/no_cover.png
50 Hadis Pilihan Mudah Dihafalkan & Diamalkan,Dr. Muhammad Murtadha,297.22,Penyiangan 2025-2,agama,umum,agama umum, hadis pilihan mudah dihafalkan  diamalkan dr muhammad murtadha agama umum,/images/no_cover.png
"Gini Lho, Varian Masakan Kambing yang Mantapp",Wiwi awaliah,6415,Penyiangan 2025-2,teknologi,umum,teknologi umum,gini lho varian masakan kambing yang mantapp wiwi awaliah teknologi umum,/images/no_cover.png
Joss Bahasa Inggris dalam 30 Hari,Badiatul Roziqin,428,Penyiangan 2025-2,umum,umum,umum umum,joss bahasa inggris dalam  hari badiatul roziqin umum umum,/images/no_cover.png
ASMAUL HUSNA FOR SUCCESSFUL & HAPPY LIFE panduan mengamalkan doa dan dzikir asmaul husna untuk kesuksesan dan kebahagiaan,Muktafifah,297.312,Penyiangan 2025-2,agama,umum,agama umum,asmaul husna for successful  happy life panduan mengamalkan doa dan dzikir asmaul husna untuk kesuksesan dan kebahagiaan muktafifah agama umum,/images/no_cover.png
MERAIH BERKAH dengan menikah,Thobroni,297.431,Penyiangan 2025-2,agama,umum,agama umum,meraih berkah dengan menikah thobroni agama umum,/images/no_cover.png
Faith kisah wanita yang gigih dangan prinsip hidupnya,Andar,FIK,Penyiangan 2025-2,umum,umum,umum umum,faith kisah wanita yang gigih dangan prinsip hidupnya andar umum umum,/images/no_cover.png
ZIKIR OBAT HATI,MUhammad akrom,297.542,Penyiangan 2025-2,agama,umum,agama umum,zikir obat hati muhammad akrom agama umum,/images/no_cover.png
10 Rahasia Pembelajar Kreatif,Khrisna Pabichara,371.3,Penyiangan 2025-2,sosial politik,umum,sosial politik umum, rahasia pembelajar kreatif khrisna pabichara sosial politik umum,/images/no_cover.png
KEAJAIBAN SHALAT SUNNAH,Lathufatul Muzammirzh,297.4122,Penyiangan 2025-2,agama,umum,agama umum,keajaiban shalat sunnah lathufatul muzammirzh agama umum,/images/no_cover.png
ASMAUL HUSNA FOR SUCCESSFUL & HAPPY LIFE panduan mengamalkan doa dan dzikir asmaul husna untuk kesuksesan dan kebahagiaan,Muktafifah,297.312,Penyiangan 2025-2,agama,umum,agama umum,asmaul husna for successful  happy life panduan mengamalkan doa dan dzikir asmaul husna untuk kesuksesan dan kebahagiaan muktafifah agama umum,/images/no_cover.png
MERAIH BERKAH dengan menikah,Thobroni,297.431,Penyiangan 2025-2,agama,umum,agama umum,meraih berkah dengan menikah thobroni agama umum,/images/no_cover.png
Faith kisah wanita yang gigih dangan prinsip hidupnya,Andar,FIK,Penyiangan 2025-2,umum,umum,umum umum,faith kisah wanita yang gigih dangan prinsip hidupnya andar umum umum,/images/no_cover.png
How to Change Ourselves: Perubahan Menuju Hidup yang Lebih Baik,Majdi Al-Hilali,297.31,Penyiangan 2025-2,agama,umum,agama umum,how to change ourselves perubahan menuju hidup yang lebih baik majdi alhilali agama umum,/images/no_cover.png
AGAR SHALAT TERASA NIKMAT,Muhammad bin Luthfi Ash-Shibagh,297.412,Penyiangan 2025-2,agama,umum,agama umum,agar shalat terasa nikmat muhammad bin luthfi ashshibagh agama umum,/images/no_cover.png
FIQIH WANITA HAMIL dilengkapi do'a & dzikir ketika hamil untuk keselamatan ibu & bayi,yahya bin abdurrahman al-khathib,297.496,Penyiangan 2025-2,agama,umum,agama umum,fiqih wanita hamil dilengkapi doa  dzikir ketika hamil untuk keselamatan ibu  bayi yahya bin abdurrahman alkhathib agama umum,/images/no_cover.png
"Dahsyatnya 7 sunah rahasia Hidup Berkah, Sukses, % Bahagia dengan Mengamalkan 7 sunah Nabi",Fadlan al-Ikhwani,297.405,Penyiangan 2025-2,agama,umum,agama umum,dahsyatnya  sunah rahasia hidup berkah sukses  bahagia dengan mengamalkan  sunah nabi fadlan alikhwani agama umum,/images/no_cover.png
BACALAH SURAT AL- WAAQI'AH MAKA ENGKAU AKAN KAYA !,Muhammad Makhdlori,297.14,Penyiangan 2025-2,agama,umum,agama umum,bacalah surat al waaqiah maka engkau akan kaya  muhammad makhdlori agama umum,/images/no_cover.png
Mengundang rezeki datang sendiri,sa'id abdul'azhim,297.51,Penyiangan 2025-2,agama,umum,agama umum,mengundang rezeki datang sendiri said abdulazhim agama umum,/images/no_cover.png
50 Hadis Pilihan Mudah Dihafalkan & Diamalkan,Dr. Muhammad Murtadha,297.22,Penyiangan 2025-2,agama,umum,agama umum, hadis pilihan mudah dihafalkan  diamalkan dr muhammad murtadha agama umum,/images/no_cover.png
How to Change Ourselves: Perubahan Menuju Hidup yang Lebih Baik,Majdi Al-Hilali,297.31,Penyiangan 2025-2,agama,umum,agama umum,how to change ourselves perubahan menuju hidup yang lebih baik majdi alhilali agama umum,/images/no_cover.png
Gagak Si Hitam yang Cerdik,Rina Novia,FIK,Penyiangan 2025-2,umum,umum,umum umum,gagak si hitam yang cerdik rina novia umum umum,/images/no_cover.png
FIQIH WANITA HAMIL dilengkapi do'a & dzikir ketika hamil untuk keselamatan ibu & bayi,yahya bin abdurrahman al-khathib,297.496,Penyiangan 2025-2,agama,umum,agama umum,fiqih wanita hamil dilengkapi doa  dzikir ketika hamil untuk keselamatan ibu  bayi yahya bin abdurrahman alkhathib agama umum,/images/no_cover.png
"Kisah Bocah 3,5 Tahun & Nenek 80 Tahun PENGHAFAL ALQURAN.",Abdul Hakim El Hamidy,297.98,Penyiangan 2025-2,agama,umum,agama umum,kisah bocah  tahun  nenek  tahun penghafal alquran abdul hakim el hamidy agama umum,/images/no_cover.png
BACALAH SURAT AL- WAAQI'AH MAKA ENGKAU AKAN KAYA !,Muhammad Makhdlori,297.14,Penyiangan 2025-2,agama,umum,agama umum,bacalah surat al waaqiah maka engkau akan kaya  muhammad makhdlori agama umum,/images/no_cover.png
Mengundang rezeki datang sendiri,sa'id abdul'azhim,297.51,Penyiangan 2025-2,agama,umum,agama umum,mengundang rezeki datang sendiri said abdulazhim agama umum,/images/no_cover.png
Puasa Wajib dan Sunnah,Teguh Sulistyowati As Sukoharj,297.413,Penyiangan 2025-2,agama,umum,agama umum,puasa wajib dan sunnah teguh sulistyowati as sukoharj agama umum,/images/no_cover.png
Puasa Wajib dan Sunnah,Teguh Sulistyowati As Sukoharj,297.413,Penyiangan 2025-2,agama,umum,agama umum,puasa wajib dan sunnah teguh sulistyowati as sukoharj agama umum,/images/no_cover.png
Berdosa... Tapi Masuk Surga Karena Kesempurnaan Hanya Milik Allah,Abu Firly Bassam Taqiy,297.355,Penyiangan 2025-2,agama,umum,agama umum,berdosa tapi masuk surga karena kesempurnaan hanya milik allah abu firly bassam taqiy agama umum,/images/no_cover.png
Petualangan di kampung terpencil,Bambang Joko Susilo,FIK,Penyiangan 2025-2,umum,umum,umum umum,petualangan di kampung terpencil bambang joko susilo umum umum,/images/no_cover.png
Rahasia Rezeki agar selalu mengejar anda,Yusuf Dinar,297.51,Penyiangan 2025-2,agama,umum,agama umum,rahasia rezeki agar selalu mengejar anda yusuf dinar agama umum,/images/no_cover.png
NASI GORENG KOMPLIT Selera Nusantara,Great! Kitchen,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,nasi goreng komplit selera nusantara great kitchen teknologi umum,/images/no_cover.png
Syubhat Seputar Thaharah,Abu Zahwa,297.411,Penyiangan 2025-2,agama,umum,agama umum,syubhat seputar thaharah abu zahwa agama umum,/images/no_cover.png
jangan panggil aku CUPU,Tias Tatanka,FIK,Penyiangan 2025-2,umum,umum,umum umum,jangan panggil aku cupu tias tatanka umum umum,/images/no_cover.png
Petualangan di Kampung Terpencil,Bambang Joko Susilo,FIK BAM p,Penyiangan 2025-2,umum,umum,umum umum,petualangan di kampung terpencil bambang joko susilo umum umum,/images/no_cover.png
NASI GORENG KOMPLIT Selera Nusantara,Great! Kitchen,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,nasi goreng komplit selera nusantara great kitchen teknologi umum,/images/no_cover.png
Syubhat Seputar Thaharah,Abu Zahwa,297.411,Penyiangan 2025-2,agama,umum,agama umum,syubhat seputar thaharah abu zahwa agama umum,/images/no_cover.png
jangan panggil aku CUPU,Tias Tatanka,FIK,Penyiangan 2025-2,umum,umum,umum umum,jangan panggil aku cupu tias tatanka umum umum,/images/no_cover.png
KAILAN BUDI DAYA DAN ANALISIS USAHA TANI,Ir. Bambang Cahyono,635.4,Penyiangan 2025-2,teknologi,umum,teknologi umum,kailan budi daya dan analisis usaha tani ir bambang cahyono teknologi umum,/images/no_cover.png
Berdosa... Tapi Masuk Surga Karena Kesempurnaan Hanya Milik Allah,Abu Firly Bassam Taqiy,297.355,Penyiangan 2025-2,agama,umum,agama umum,berdosa tapi masuk surga karena kesempurnaan hanya milik allah abu firly bassam taqiy agama umum,/images/no_cover.png
Ayo Praktik PTK (Penelitian Tindakan Kelas),Saminanto,370.7,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,ayo praktik ptk penelitian tindakan kelas saminanto sosial politik umum,/images/no_cover.png
Rahasia Rezeki agar selalu mengejar anda,Yusuf Dinar,297.51,Penyiangan 2025-2,agama,umum,agama umum,rahasia rezeki agar selalu mengejar anda yusuf dinar agama umum,/images/no_cover.png
KAILAN BUDI DAYA DAN ANALISIS USAHA TANI,Ir. Bambang Cahyono,635.4,Penyiangan 2025-2,teknologi,umum,teknologi umum,kailan budi daya dan analisis usaha tani ir bambang cahyono teknologi umum,/images/no_cover.png
asupan ILAHI agar tak salah mendidik Amanat-nya BUKU 1,Ibrahim Amini,297.437,Penyiangan 2025-2,agama,umum,agama umum,asupan ilahi agar tak salah mendidik amanatnya buku  ibrahim amini agama umum,/images/no_cover.png
asupan ilahi agar tak salah mendidik amanat-nya BUKU 3,Ibrahim Amini,297.437,Penyiangan 2025-2,agama,umum,agama umum,asupan ilahi agar tak salah mendidik amanatnya buku  ibrahim amini agama umum,/images/no_cover.png
MUHAMMAD the Untold Stories,Husain sayidi,297.91,Penyiangan 2025-2,agama,umum,agama umum,muhammad the untold stories husain sayidi agama umum,/images/no_cover.png
asupan ILAHI agar tak salah mendidik Amanat-nya BUKU 1,Ibrahim Amini,297.437,Penyiangan 2025-2,agama,umum,agama umum,asupan ilahi agar tak salah mendidik amanatnya buku  ibrahim amini agama umum,/images/no_cover.png
asupan ilahi agar tak salah mendidik amanat-nya BUKU 4,Ibrahim Amini,297.437,Penyiangan 2025-2,agama,umum,agama umum,asupan ilahi agar tak salah mendidik amanatnya buku  ibrahim amini agama umum,/images/no_cover.png
MUHAMMAD the Untold Stories,Husain sayidi,297.91,Penyiangan 2025-2,agama,umum,agama umum,muhammad the untold stories husain sayidi agama umum,/images/no_cover.png
asupan ilahi agar tak salah mendidik amanat-nya BUKU 2,Ibrahim Amini,297.437,Penyiangan 2025-2,agama,umum,agama umum,asupan ilahi agar tak salah mendidik amanatnya buku  ibrahim amini agama umum,/images/no_cover.png
asupan ilahi agar tak salah mendidik amanat-nya BUKU 3,Ibrahim Amini,297.437,Penyiangan 2025-2,agama,umum,agama umum,asupan ilahi agar tak salah mendidik amanatnya buku  ibrahim amini agama umum,/images/no_cover.png
asupan ilahi agar tak salah mendidik amanat-nya BUKU 2,Ibrahim Amini,297.437,Penyiangan 2025-2,agama,umum,agama umum,asupan ilahi agar tak salah mendidik amanatnya buku  ibrahim amini agama umum,/images/no_cover.png
Al-Qur'an 100% Asli,zen muhaimin,297.15,Penyiangan 2025-2,agama,umum,agama umum,alquran  asli zen muhaimin agama umum,/images/no_cover.png
ULAR Makhluk Meliuk Yaang Menarik,Rina Novia,FIK,Penyiangan 2025-2,umum,umum,umum umum,ular makhluk meliuk yaang menarik rina novia umum umum,/images/no_cover.png
Ojekers Ngojek Nggal Ngojek yang Penting Dapet Kocek,Nezaretta,FIK,Penyiangan 2025-2,umum,umum,umum umum,ojekers ngojek nggal ngojek yang penting dapet kocek nezaretta umum umum,/images/no_cover.png
Buku Praktis Cepat Hamil Saat Hamil & Pasca Melahirkan,Azida Fauziah,618.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,buku praktis cepat hamil saat hamil  pasca melahirkan azida fauziah teknologi umum,/images/no_cover.png
Belajar Bersahabat,Ahmad Mahmu,297.91105,Penyiangan 2025-2,agama,umum,agama umum,belajar bersahabat ahmad mahmu agama umum,/images/no_cover.png
TERAPI BERSEDEKAH Terbukti Nyata dari Masa ke Masa untuk Penyembuhan Penyakit dan Kelancaran Rezeki,Manshur Abdul Hakim,297.425,Penyiangan 2025-2,agama,umum,agama umum,terapi bersedekah terbukti nyata dari masa ke masa untuk penyembuhan penyakit dan kelancaran rezeki manshur abdul hakim agama umum,/images/no_cover.png
TERAPI BERSEDEKAH Terbukti Nyata dari Masa ke Masa untuk Penyembuhan Penyakit dan Kelancaran Rezeki,Manshur Abdul Hakim,297.425,Penyiangan 2025-2,agama,umum,agama umum,terapi bersedekah terbukti nyata dari masa ke masa untuk penyembuhan penyakit dan kelancaran rezeki manshur abdul hakim agama umum,/images/no_cover.png
3D ALam Liar : Naga,"Starke, John",567.9,Penyiangan 2025-2,sains,umum,sains umum,d alam liar  naga starke john sains umum,/images/no_cover.png
Belajar Bersahabat,Ahmad Mahmu,297.91105,Penyiangan 2025-2,agama,umum,agama umum,belajar bersahabat ahmad mahmu agama umum,/images/no_cover.png
Nurani Rina,dian yasmina fajri,Fik Dia n,Penyiangan 2025,umum,umum,umum umum,nurani rina dian yasmina fajri umum umum,/images/no_cover.png
Ekspresi Lisan,Purwadi,819.501,Penyiangan 2025-2,sastra,umum,sastra umum,ekspresi lisan purwadi sastra umum,/images/no_cover.png
Pantulan Cahaya Rasul,Munawir Abdul Fatah,297.34,Penyiangan 2025-2,agama,umum,agama umum,pantulan cahaya rasul munawir abdul fatah agama umum,/images/no_cover.png
Gaya Dengan Batik : Kolaborasi dengan Tenun,Tiara Aksa,746.6,Penyiangan 2025-2,umum,umum,umum umum,gaya dengan batik  kolaborasi dengan tenun tiara aksa umum umum,/images/no_cover.png
Man Rabbuka? : Mengenal Alam Akhirat dan Mempersiapkan Kematian yang Husnulkhatimah,Mukhlis Denros,297.352,Penyiangan 2025-2,agama,umum,agama umum,man rabbuka  mengenal alam akhirat dan mempersiapkan kematian yang husnulkhatimah mukhlis denros agama umum,/images/no_cover.png
Awas Bahaya Bid'ah : Bid'ah Berkedok Sunnah,Dr.Sa'id Ali bin wahaf al-Qahthani,297.405,Penyiangan 2025-2,agama,umum,agama umum,awas bahaya bidah  bidah berkedok sunnah drsaid ali bin wahaf alqahthani agama umum,/images/no_cover.png
Menembus Batas Dosa,Su'ud bin Muhammad bin Hamud Al-'Uqaili,297.541,Penyiangan 2025-2,agama,umum,agama umum,menembus batas dosa suud bin muhammad bin hamud aluqaili agama umum,/images/no_cover.png
Dzikir Kuliner : Menafakuri Keagungan Ilahi Dalam Kelezatan Makanan,Tauhid Nur Azhar,297.491,Penyiangan 2025-2,agama,umum,agama umum,dzikir kuliner  menafakuri keagungan ilahi dalam kelezatan makanan tauhid nur azhar agama umum,/images/no_cover.png
The Shadow Selamat Datang Teror : Selamat Datang Teror,JOUNATAN,Fik,Penyiangan 2025-2,umum,umum,umum umum,the shadow selamat datang teror  selamat datang teror jounatan umum umum,/images/no_cover.png
Kado Untuk Suami Istri,Majid Sulaiman Daudin,297.431,Penyiangan 2025-2,agama,umum,agama umum,kado untuk suami istri majid sulaiman daudin agama umum,/images/no_cover.png
"Keajaiban Sunah : Rahasia Hidup Selamat, Sehat, Kaya, Bahagia dan Penuhu Berkah dengan Sunah Nabi",Shahihul Hasan,297.405,Penyiangan 2025-2,agama,umum,agama umum,keajaiban sunah  rahasia hidup selamat sehat kaya bahagia dan penuhu berkah dengan sunah nabi shahihul hasan agama umum,/images/no_cover.png
Otomotif Sepeda Motor:Panduan Usaha Mandiri,Edi Widodo,629.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,otomotif sepeda motorpanduan usaha mandiri edi widodo teknologi umum,/images/no_cover.png
Biografi Ummul Mukminin Aisyah,Shadiq Ahmad Abdurrahman Barir,297.9131,Penyiangan 2025-2,agama,umum,agama umum,biografi ummul mukminin aisyah shadiq ahmad abdurrahman barir agama umum,/images/no_cover.png
Gaya Dengan Batik : Kolaborasi dengan Tenun,Tiara Aksa,746.6,Penyiangan 2025-2,umum,umum,umum umum,gaya dengan batik  kolaborasi dengan tenun tiara aksa umum umum,/images/no_cover.png
Awas Bahaya Bid'ah : Bid'ah Berkedok Sunnah,Dr.Sa'id Ali bin wahaf al-Qahthani,297.405,Penyiangan 2025-2,agama,umum,agama umum,awas bahaya bidah  bidah berkedok sunnah drsaid ali bin wahaf alqahthani agama umum,/images/no_cover.png
Man Rabbuka? : Mengenal Alam Akhirat dan Mempersiapkan Kematian yang Husnulkhatimah,Mukhlis Denros,297.352,Penyiangan 2025-2,agama,umum,agama umum,man rabbuka  mengenal alam akhirat dan mempersiapkan kematian yang husnulkhatimah mukhlis denros agama umum,/images/no_cover.png
Ya Allah Jadikan Dia Pendampingku,Jajang Aisyul Muzaki,297 JAJ y,Penyiangan 2025-2,agama,umum,agama umum,ya allah jadikan dia pendampingku jajang aisyul muzaki agama umum,/images/ya_allah_jadikan_dia_pendampingku.png
Dzikir Kuliner : Menafakuri Keagungan Ilahi Dalam Kelezatan Makanan,Tauhid Nur Azhar,297.491,Penyiangan 2025-2,agama,umum,agama umum,dzikir kuliner  menafakuri keagungan ilahi dalam kelezatan makanan tauhid nur azhar agama umum,/images/no_cover.png
Kisah-kisah Super Inspiratif Para Muallaf Dunia,Jingga GM,297.3131,Penyiangan 2025-2,agama,umum,agama umum,kisahkisah super inspiratif para muallaf dunia jingga gm agama umum,/images/no_cover.png
110 Tokoh Dengan Ide Gila Yang Mendunia,"Ihsan Fauzi, S.Si",1,Penyiangan 2025-2,umum,umum,umum umum, tokoh dengan ide gila yang mendunia ihsan fauzi ssi umum umum,/images/no_cover.png
Pantulan Cahaya Rasul,Munawir Abdul Fatah,297.34,Penyiangan 2025-2,agama,umum,agama umum,pantulan cahaya rasul munawir abdul fatah agama umum,/images/no_cover.png
"Sungguh, Engkau Lebih Cantik Dengan Hijab",Marjan Husaeri Al-Haritsi,297.51,Penyiangan 2025-2,agama,umum,agama umum,sungguh engkau lebih cantik dengan hijab marjan husaeri alharitsi agama umum,/images/no_cover.png
Biografi Ummul Mukminin Aisyah,Shadiq Ahmad Abdurrahman Barir,297.9131,Penyiangan 2025-2,agama,umum,agama umum,biografi ummul mukminin aisyah shadiq ahmad abdurrahman barir agama umum,/images/no_cover.png
Sindrom Pernikahan : Solusi Problema Awal Pernikahan,Nurul Chomaria,297.431,Penyiangan 2025-2,agama,umum,agama umum,sindrom pernikahan  solusi problema awal pernikahan nurul chomaria agama umum,/images/no_cover.png
Kumpulan Doa dan Wirid Ibu Hamil : Menjaga Calon Buah Hati dengan Ayat Suci Alquran dan Hadis,Mualimin El- Bansiry,297.541,Penyiangan 2025-2,agama,umum,agama umum,kumpulan doa dan wirid ibu hamil  menjaga calon buah hati dengan ayat suci alquran dan hadis mualimin el bansiry agama umum,/images/no_cover.png
Man Rabbuka? : Mengenal Alam Akhirat dan Mempersiapkan Kematian yang Husnulkhatimah,Mukhlis Denros,297.352,Penyiangan 2025-2,agama,umum,agama umum,man rabbuka  mengenal alam akhirat dan mempersiapkan kematian yang husnulkhatimah mukhlis denros agama umum,/images/no_cover.png
"Kaya Seperti Nabi Sulaiman : Keistimewaan , Do'a,",Akhmad Zainal Abidin,297.346,Penyiangan 2025-2,agama,umum,agama umum,kaya seperti nabi sulaiman  keistimewaan  doa akhmad zainal abidin agama umum,/images/no_cover.png
Menembus Batas Dosa,Su'ud bin Muhammad bin Hamud Al-'Uqaili,297.541,Penyiangan 2025-2,agama,umum,agama umum,menembus batas dosa suud bin muhammad bin hamud aluqaili agama umum,/images/no_cover.png
Teori Kejuruan Teknik Mesin Perkakas,Daryanto,621.9,Penyiangan 2025-2,teknologi,umum,teknologi umum,teori kejuruan teknik mesin perkakas daryanto teknologi umum,/images/no_cover.png
Menikahlah Engkau akan Selamat,M.M Syarif,297.431,Penyiangan 2025-2,agama,umum,agama umum,menikahlah engkau akan selamat mm syarif agama umum,/images/no_cover.png
Kisah-kisah Super Inspiratif Para Muallaf Dunia,Jingga GM,297.3131,Penyiangan 2025-2,agama,umum,agama umum,kisahkisah super inspiratif para muallaf dunia jingga gm agama umum,/images/no_cover.png
Kado Untuk Suami Istri,Majid Sulaiman Daudin,297.431,Penyiangan 2025-2,agama,umum,agama umum,kado untuk suami istri majid sulaiman daudin agama umum,/images/no_cover.png
The Miracle Of Life : Kisah-Kisah Menakjubkan Mereka yang Selamat dari Maut,J.Gemilang,153.8,Penyiangan 2025-2,umum,umum,umum umum,the miracle of life  kisahkisah menakjubkan mereka yang selamat dari maut jgemilang umum umum,/images/no_cover.png
Biografi Ummul Mukminin Aisyah,Shadiq Ahmad Abdurrahman Barir,297.9131,Penyiangan 2025-2,agama,umum,agama umum,biografi ummul mukminin aisyah shadiq ahmad abdurrahman barir agama umum,/images/no_cover.png
Sindrom Pernikahan : Solusi Problema Awal Pernikahan,Nurul Chomaria,297.431,Penyiangan 2025-2,agama,umum,agama umum,sindrom pernikahan  solusi problema awal pernikahan nurul chomaria agama umum,/images/no_cover.png
Man Rabbuka? : Mengenal Alam Akhirat dan Mempersiapkan Kematian yang Husnulkhatimah,Mukhlis Denros,297.352,Penyiangan 2025-2,agama,umum,agama umum,man rabbuka  mengenal alam akhirat dan mempersiapkan kematian yang husnulkhatimah mukhlis denros agama umum,/images/no_cover.png
Ya Allah Jadikan Dia Pendampingku,Jajang Aisyul Muzaki,297 JAJ y,Penyiangan 2025-2,agama,umum,agama umum,ya allah jadikan dia pendampingku jajang aisyul muzaki agama umum,/images/ya_allah_jadikan_dia_pendampingku.png
Teori Kejuruan Teknik Mesin Perkakas,Daryanto,621.9,Penyiangan 2025-2,teknologi,umum,teknologi umum,teori kejuruan teknik mesin perkakas daryanto teknologi umum,/images/no_cover.png
"Keajaiban Sunah : Rahasia Hidup Selamat, Sehat, Kaya, Bahagia dan Penuhu Berkah dengan Sunah Nabi",Shahihul Hasan,297.405,Penyiangan 2025-2,agama,umum,agama umum,keajaiban sunah  rahasia hidup selamat sehat kaya bahagia dan penuhu berkah dengan sunah nabi shahihul hasan agama umum,/images/no_cover.png
Otomotif Sepeda Motor:Panduan Usaha Mandiri,Edi Widodo,629.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,otomotif sepeda motorpanduan usaha mandiri edi widodo teknologi umum,/images/no_cover.png
Ikhlas Tanpa Batas : Belajar Hidup Tulus dan Wajar kepada 10 Ulama-Psikolog Klasik / Izza Rohman Nahrowi,Izza Rohman Nahrowi,297.51,Penyiangan 2025-2,agama,umum,agama umum,ikhlas tanpa batas  belajar hidup tulus dan wajar kepada  ulamapsikolog klasik  izza rohman nahrowi izza rohman nahrowi agama umum,/images/no_cover.png
Ajaibnya Tafakkur & Tasyakkur untuk Percepatan Rezeki,Ahmad Zainal Abidin,297.51,Penyiangan 2025-2,agama,umum,agama umum,ajaibnya tafakkur  tasyakkur untuk percepatan rezeki ahmad zainal abidin agama umum,/images/no_cover.png
The Shadow Selamat Datang Teror : Selamat Datang Teror,JOUNATAN,Fik,Penyiangan 2025-2,umum,umum,umum umum,the shadow selamat datang teror  selamat datang teror jounatan umum umum,/images/no_cover.png
Sehari Di Taman Surga : Tingkatan - Tingkatan Surga dan Penghuninya,Muhammad bin Ibrahim An - Nu'aim,297.3541,Penyiangan 2025-2,agama,umum,agama umum,sehari di taman surga  tingkatan  tingkatan surga dan penghuninya muhammad bin ibrahim an  nuaim agama umum,/images/no_cover.png
I Am The Best I Am The Winner,"Fortune, Hermes",Fik,Penyiangan 2025-2,umum,umum,umum umum,i am the best i am the winner fortune hermes umum umum,/images/no_cover.png
The Miracle Of Life : Kisah-Kisah Menakjubkan Mereka yang Selamat dari Maut,J.Gemilang,153.8,Penyiangan 2025-2,umum,umum,umum umum,the miracle of life  kisahkisah menakjubkan mereka yang selamat dari maut jgemilang umum umum,/images/no_cover.png
Ihtisar Hadits Shahih Bukhari,Idrus H. Alkaf,297.221,Penyiangan 2025-2,agama,umum,agama umum,ihtisar hadits shahih bukhari idrus h alkaf agama umum,/images/no_cover.png
Habiskan Saja Gajimu,Ahmad Gozali,650.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,habiskan saja gajimu ahmad gozali teknologi umum,/images/no_cover.png
Kiat - Kiat Jitu di Tengah Keadaan Sulit,John Afifi,658.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,kiat  kiat jitu di tengah keadaan sulit john afifi teknologi umum,/images/no_cover.png
1 Menit Mengatasi Rasa Percaya Diri Anda !,John Afifi,155,Penyiangan 2025-2,umum,umum,umum umum, menit mengatasi rasa percaya diri anda  john afifi umum umum,/images/no_cover.png
You Can Do It,Nini Subini,152.4,Penyiangan 2025-2,umum,umum,umum umum,you can do it nini subini umum umum,/images/no_cover.png
7 Langkah Ketika Orang Terakhir Meninggalkan kubur Berdasarkan Al-Quran Dan As-Sunah,Indah Permatasari,297.352,Penyiangan 2025-2,agama,anak,agama anak, langkah ketika orang terakhir meninggalkan kubur berdasarkan alquran dan assunah indah permatasari agama anak,/images/no_cover.png
Tetangga dari Surga,Fakhruddin Nursyam,297.613,Penyiangan 2025-2,agama,umum,agama umum,tetangga dari surga fakhruddin nursyam agama umum,/images/no_cover.png
Diet + Puasa OFD ( Obsessive Fasting Diet ),Gatot Sudaryanto,613.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,diet  puasa ofd  obsessive fasting diet  gatot sudaryanto teknologi umum,/images/no_cover.png
Menjadi Istri yang Layak Dicintai,Dewi Saraswati,155.6,Penyiangan 2025-2,umum,umum,umum umum,menjadi istri yang layak dicintai dewi saraswati umum umum,/images/no_cover.png
Menjadi Istri yang Layak Dicintai,Dewi Saraswati,155.6,Penyiangan 2025-2,umum,umum,umum umum,menjadi istri yang layak dicintai dewi saraswati umum umum,/images/no_cover.png
275++ Fakta Paling Menakjubkan di Dunia,Muhammad Kamil Abdush-Shamad,500,Penyiangan 2025-2,sains,umum,sains umum, fakta paling menakjubkan di dunia muhammad kamil abdushshamad sains umum,/images/no_cover.png
Aku Pingin Nikah,Fadlan Al Ikhwani,297.431,Penyiangan 2025-2,agama,umum,agama umum,aku pingin nikah fadlan al ikhwani agama umum,/images/no_cover.png
Ikhlas Tanpa Batas : Belajar Hidup Tulus dan Wajar kepada 10 Ulama-Psikolog Klasik / Izza Rohman Nahrowi,Izza Rohman Nahrowi,297.51,Penyiangan 2025-2,agama,umum,agama umum,ikhlas tanpa batas  belajar hidup tulus dan wajar kepada  ulamapsikolog klasik  izza rohman nahrowi izza rohman nahrowi agama umum,/images/no_cover.png
Ajaibnya Tafakkur & Tasyakkur untuk Percepatan Rezeki,Ahmad Zainal Abidin,297.51,Penyiangan 2025-2,agama,umum,agama umum,ajaibnya tafakkur  tasyakkur untuk percepatan rezeki ahmad zainal abidin agama umum,/images/no_cover.png
"Real Married Catatan Hati Calon Pengantin : Bekal Nikah, dari Ta'aruf sampai Akad Nikah",Megawati D. Iriani,297.431,Penyiangan 2025-2,agama,umum,agama umum,real married catatan hati calon pengantin  bekal nikah dari taaruf sampai akad nikah megawati d iriani agama umum,/images/no_cover.png
